"LOW_HRR","HIGH_TYG","PHQ10","se"
0,0,0.0171784892126585,0.0110576607829715
1,0,0.0960299445061442,0.0269516754045323
0,1,0.0441788910266912,0.0123159041943279
1,1,0.12820506390031,0.0250878496574979
