domain,period,weighted_mean_mahalanobis_d2,pct_weight_above_discovery_95pct,pct_weight_above_discovery_99pct,discovery_q95_d2,discovery_q99_d2,latent_cov_condition_number,max_abs_within_source_corr,n
A,2005-2008,2.999999999999999,5.010859093065156,1.002472683528784,8.257935934370902,24.820359584337968,1.224509905225519,0.014496109773393523,4615
G,2005-2008,3.0000000000000018,5.0099391915677565,1.0084307153678502,8.769711258615756,41.26622861394008,1.5578604977801989,0.07488274146524261,4519
