cycle,delta_cfi,delta_rmsea,two_cfi,two_rmsea,two_srmr
506,0.0029172575085270047,-0.0136905814481324,0.998373082446033,0.021390814264709,0.0293951866195617
708,0.0026442392863439412,-0.0142585356263992,0.998319774555432,0.0248277256517569,0.0289788936693686
