cycle,bootstrap,component,similarity
0708,20,IC2,0.9964409430054002
0708,20,IC3,0.9954055841212057
0708,21,IC1,0.9860663591675867
0708,21,IC2,0.993898581873682
0708,21,IC3,0.9884237465835788
0708,22,IC1,0.9969362837179454
0708,22,IC2,0.9895101057626631
0708,22,IC3,0.9922305551607736
0708,23,IC1,0.6452039964499414
0708,23,IC2,0.9361857525576333
0708,23,IC3,0.8737434235831086
0708,24,IC1,0.8878095124996619
0708,24,IC2,0.9277474579638111
0708,24,IC3,0.8844593105904531
0708,25,IC1,0.9779077908134218
0708,25,IC2,0.9811856015108327
0708,25,IC3,0.9908677154935532
0708,26,IC1,0.9987688407091744
0708,26,IC2,0.9981740474988479
0708,26,IC3,0.9967466437489965
0708,27,IC1,0.991717287834794
0708,27,IC2,0.9966843420749507
0708,27,IC3,0.9786908018266149
0708,28,IC1,0.9903705606763812
0708,28,IC2,0.9936780820342435
0708,28,IC3,0.9902341120462421
0708,29,IC1,0.9545722033370885
0708,29,IC2,0.9759789273344338
0708,29,IC3,0.9846039311661052
0708,30,IC1,0.9874587613120354
0708,30,IC2,0.9894081278262541
0708,30,IC3,0.9925597675398301
0708,31,IC1,0.9794305032864458
0708,31,IC2,0.9914267958315864
0708,31,IC3,0.9895014653316765
0708,32,IC1,0.9897682607791589
0708,32,IC2,0.9850762059443188
0708,32,IC3,0.9983489545336166
0708,33,IC1,0.9967976164273232
0708,33,IC2,0.9964677946415035
0708,33,IC3,0.9918266162535149
0708,34,IC1,0.9631291401764572
0708,34,IC2,0.9884419657791589
0708,34,IC3,0.9771590755052937
0708,35,IC1,0.9994950916799042
0708,35,IC2,0.999171250467465
0708,35,IC3,0.998714622422257
0708,36,IC1,0.9937903186195565
0708,36,IC2,0.9937678167727724
0708,36,IC3,0.9942846532950962
0708,37,IC1,0.9270042882181091
0708,37,IC2,0.9684516917780883
0708,37,IC3,0.9819727830692446
0708,38,IC1,0.9789356800642945
0708,38,IC2,0.9877170760144229
0708,38,IC3,0.9883219021500037
0708,39,IC1,0.9918682226429276
0708,39,IC2,0.9930130798742322
0708,39,IC3,0.9920533495014202
0708,40,IC1,0.9895842623314732
0708,40,IC2,0.9920038629062027
0708,40,IC3,0.9857438130184045
0708,41,IC1,0.9720191974490338
0708,41,IC2,0.982887429954876
0708,41,IC3,0.986183184784868
0708,42,IC1,0.9441196958324922
0708,42,IC2,0.9532477765021914
0708,42,IC3,0.891276969760566
0708,43,IC1,0.9964013835174361
0708,43,IC2,0.9966242439321384
0708,43,IC3,0.998860879941894
0708,44,IC1,0.9991779992637253
0708,44,IC2,0.997069122139977
0708,44,IC3,0.998448346007561
0708,45,IC1,0.9105347679016067
0708,45,IC2,0.9470348909032199
0708,45,IC3,0.8707845806604524
0708,46,IC1,0.9863573006780393
0708,46,IC2,0.9868052679795734
0708,46,IC3,0.9897398687840682
0708,47,IC1,0.9955853664854692
0708,47,IC2,0.9979162310783416
0708,47,IC3,0.9949892924584325
0708,48,IC1,0.9252901110984189
0708,48,IC2,0.9699337559677875
0708,48,IC3,0.9533126397887839
0708,49,IC1,0.998729991652664
0708,49,IC2,0.9969356559270011
0708,49,IC3,0.997011922844495
0708,50,IC1,0.9994621797902938
0708,50,IC2,0.9990192175679117
0708,50,IC3,0.9957191711510984
0708,51,IC1,0.9942952239243514
0708,51,IC2,0.9964258656428053
0708,51,IC3,0.9956817932782538
0708,52,IC1,0.9961158490704921
0708,52,IC2,0.9916206863123439
0708,52,IC3,0.9933101320418782
0708,53,IC1,0.9973401305722971
0708,53,IC2,0.9943643870462214
0708,53,IC3,0.9953318383305589
0708,54,IC1,0.9729217007205294
0708,54,IC2,0.9797445083689256
0708,54,IC3,0.9759733959577644
0708,55,IC1,0.9983191868843811
0708,55,IC2,0.9970020848945088
0708,55,IC3,0.9931884477839625
0708,56,IC1,0.9892778052307476
0708,56,IC2,0.9964856396125441
0708,56,IC3,0.9876795985064973
0708,57,IC1,0.9981158989275075
0708,57,IC2,0.9994809541316108
0708,57,IC3,0.9963975417342272
0708,58,IC1,0.9959375040567651
