cycle,bootstrap,component,similarity
0708,58,IC2,0.9957204940241413
0708,58,IC3,0.9955036764542786
0708,59,IC1,0.9935501912534128
0708,59,IC2,0.9906122899942383
0708,59,IC3,0.9977230063080984
0708,60,IC1,0.9974185967878635
0708,60,IC2,0.995614044268238
0708,60,IC3,0.9933097073215804
0708,61,IC1,0.9717293998835637
0708,61,IC2,0.9823175233911247
0708,61,IC3,0.9847729054211631
0708,62,IC1,0.9895468348487108
0708,62,IC2,0.9890638468602024
0708,62,IC3,0.9793765666830339
0708,63,IC1,0.9905440820004487
0708,63,IC2,0.9949669237387873
0708,63,IC3,0.9958106268885341
0708,64,IC1,0.9923575503227302
0708,64,IC2,0.9890760713619198
0708,64,IC3,0.99872655776942
0708,65,IC1,0.9830029037614396
0708,65,IC2,0.9794422049249721
0708,65,IC3,0.9960471719166151
0708,66,IC1,0.9808369713278825
0708,66,IC2,0.987217480508783
0708,66,IC3,0.9877305027629943
0708,67,IC1,0.9916217081654594
0708,67,IC2,0.9902359672243523
0708,67,IC3,0.9914877980008536
0708,68,IC1,0.9937330653650027
0708,68,IC2,0.9926507852905517
0708,68,IC3,0.9940123427132942
0708,69,IC1,0.9843382381152647
0708,69,IC2,0.9837970185506599
0708,69,IC3,0.9905389085153565
0708,70,IC1,0.9923177141180617
0708,70,IC2,0.9896383409560814
0708,70,IC3,0.9880527193307173
0708,71,IC1,0.9991676036747723
0708,71,IC2,0.9987208047406616
0708,71,IC3,0.9971622364169186
0708,72,IC1,0.9956690302162855
0708,72,IC2,0.9970224752361558
0708,72,IC3,0.9977763116439741
0708,73,IC1,0.9924456799887208
0708,73,IC2,0.9926514671223596
0708,73,IC3,0.9895345633567862
0708,74,IC1,0.9855690251057585
0708,74,IC2,0.9905463448823791
0708,74,IC3,0.990702812020893
0708,75,IC1,0.9941312954132646
0708,75,IC2,0.9947485968894423
0708,75,IC3,0.9942829378101298
0708,76,IC1,0.9795044582100791
0708,76,IC2,0.9837331037857303
0708,76,IC3,0.9939597378604705
0708,77,IC1,0.8933911621801127
0708,77,IC2,0.9500087196883543
0708,77,IC3,0.9024486541490752
0708,78,IC1,0.9919055557510338
0708,78,IC2,0.9922837257054876
0708,78,IC3,0.9821180990828611
0708,79,IC1,0.9957782331785994
0708,79,IC2,0.994350141879554
0708,79,IC3,0.9850491593489008
0708,80,IC1,0.9935461411289599
0708,80,IC2,0.9882263695052853
0708,80,IC3,0.9941100607586195
0708,81,IC1,0.9960243893875969
0708,81,IC2,0.9917019514852337
0708,81,IC3,0.9969540177803571
0708,82,IC1,0.9354674686146007
0708,82,IC2,0.9699987819135456
0708,82,IC3,0.9808667058345353
0708,83,IC1,0.9987091800694154
0708,83,IC2,0.9971320880855976
0708,83,IC3,0.9976327477062338
0708,84,IC1,0.9987819145955945
0708,84,IC2,0.9935645294067944
0708,84,IC3,0.9964984378650046
0708,85,IC1,0.9620493926936143
0708,85,IC2,0.9755333884907544
0708,85,IC3,0.9665260602841129
0708,86,IC1,0.95871269970962
0708,86,IC2,0.974813897130003
0708,86,IC3,0.9743292536619106
0708,87,IC1,0.9507053767597481
0708,87,IC2,0.9727959453213318
0708,87,IC3,0.959052248688989
0708,88,IC1,0.9928102039206548
0708,88,IC2,0.9951342254754061
0708,88,IC3,0.9921235655294798
0708,89,IC1,0.9620661616739041
0708,89,IC2,0.9844603553281341
0708,89,IC3,0.9675001466883932
0708,90,IC1,0.9936832772717513
0708,90,IC2,0.9956847076490503
0708,90,IC3,0.9987848690426259
0708,91,IC1,0.9922221252759796
0708,91,IC2,0.9923878383594069
0708,91,IC3,0.9974756550097807
0708,92,IC1,0.986291389634604
0708,92,IC2,0.9953048996738304
0708,92,IC3,0.9818266159949498
0708,93,IC1,0.9883285943231931
0708,93,IC2,0.9954618622337981
0708,93,IC3,0.9849622194530343
0708,94,IC1,0.985543049836251
0708,94,IC2,0.9877471397288354
0708,94,IC3,0.9968337905308342
0708,95,IC1,0.9977047714013245
0708,95,IC2,0.9980389028057637
0708,95,IC3,0.997491691219041
0708,96,IC1,0.9963135543695634
0708,96,IC2,0.9969483450009397
0708,96,IC3,0.99811627120353
0708,97,IC1,0.9704236356772489
0708,97,IC2,0.9794374688465058
0708,97,IC3,0.9794494704200266
0708,98,IC1,0.9973892233885481
0708,98,IC2,0.9966873632697791
0708,98,IC3,0.9994483916254344
0708,99,IC1,0.9913040672684714
0708,99,IC2,0.9935228406838346
0708,99,IC3,0.9919141404016878
0708,100,IC1,0.9848511297481923
0708,100,IC2,0.9894897516065198
0708,100,IC3,0.9815964423160453
0708,101,IC1,0.919649310768845
0708,101,IC2,0.9329498884564572
0708,101,IC3,0.9315564097408768
0708,102,IC1,0.9983676413733209
0708,102,IC2,0.999085104576757
0708,102,IC3,0.9974821016605899
0708,103,IC1,0.9938369500938344
0708,103,IC2,0.9959856878664635
0708,103,IC3,0.9971103097477794
0708,104,IC1,0.9826299705148486
0708,104,IC2,0.9850081416393329
0708,104,IC3,0.9901394588971657
0708,105,IC1,0.9499422302181902
0708,105,IC2,0.9395667211687491
0708,105,IC3,0.908902632213898
0708,106,IC1,0.9740564233798384
0708,106,IC2,0.9866578749924335
0708,106,IC3,0.9887061693338127
0708,107,IC1,0.9783009961173057
0708,107,IC2,0.9837552120701403
0708,107,IC3,0.9881046116844028
0708,108,IC1,0.9513341803807278
0708,108,IC2,0.9792995204756794
0708,108,IC3,0.9771342376135206
0708,109,IC1,0.9879179781029181
0708,109,IC2,0.9912425263437682
0708,109,IC3,0.9927867184160534
0708,110,IC1,0.9978621261039706
0708,110,IC2,0.9964591013160635
0708,110,IC3,0.9960328311029302
0708,111,IC1,0.9931329626311906
0708,111,IC2,0.9945288214146459
0708,111,IC3,0.9959077430143484
0708,112,IC1,0.8510055282839293
0708,112,IC2,0.46271817822758227
0708,112,IC3,0.9335330591053501
0708,113,IC1,0.9906337764128506
0708,113,IC2,0.9925129304468039
0708,113,IC3,0.9905169592572423
0708,114,IC1,0.992979383994237
0708,114,IC2,0.9947008426106501
0708,114,IC3,0.9876235471524326
0708,115,IC1,0.930523457923051
0708,115,IC2,0.9734390094744396
0708,115,IC3,0.9734345870578669
0708,116,IC1,0.9654553343440093
0708,116,IC2,0.9646256366549346
0708,116,IC3,0.9467353271676371
0708,117,IC1,0.9844145063019887
0708,117,IC2,0.9915780136741487
0708,117,IC3,0.9835745061266109
0708,118,IC1,0.9861509610816757
0708,118,IC2,0.9842988590233044
0708,118,IC3,0.9910832346144691
0708,119,IC1,0.9763465662443515
0708,119,IC2,0.9895141801449019
0708,119,IC3,0.9766152909196824
0708,120,IC1,0.9985978829359019
0708,120,IC2,0.9973020542636876
0708,120,IC3,0.9976506427182026
0708,121,IC1,0.9924451191247399
0708,121,IC2,0.99672639471893
0708,121,IC3,0.984840875767456
0708,122,IC1,0.9961173735709408
0708,122,IC2,0.9978335277120101
0708,122,IC3,0.9961801230267893
0708,123,IC1,0.9365366105156159
0708,123,IC2,0.9778221372046381
0708,123,IC3,0.9581021924198696
0708,124,IC1,0.9976225122176494
0708,124,IC2,0.9981111863625246
0708,124,IC3,0.9978130458392012
0708,125,IC1,0.9963000464457055
0708,125,IC2,0.9982577157327173
0708,125,IC3,0.9903045182272419
0708,126,IC1,0.972924772109435
0708,126,IC2,0.9725680825066416
0708,126,IC3,0.9433159651140128
0708,127,IC1,0.966314089603493
0708,127,IC2,0.979425868635007
0708,127,IC3,0.9556740064403428
0708,128,IC1,0.9963640669710241
0708,128,IC2,0.9962054827148288
0708,128,IC3,0.9963190767147807
0708,129,IC1,0.9961890157538189
0708,129,IC2,0.9957507940140009
0708,129,IC3,0.9963169056887167
0708,130,IC1,0.979616994789232
0708,130,IC2,0.9918515607485776
0708,130,IC3,0.985550612295624
0708,131,IC1,0.9950854813891137
0708,131,IC2,0.9942058219246566
0708,131,IC3,0.996459403570562
0708,132,IC1,0.9962054619343029
0708,132,IC2,0.9970265056562979
0708,132,IC3,0.9980761872656168
0708,133,IC1,0.7763410894846117
0708,133,IC2,0.9442146742895507
0708,133,IC3,0.9599153141402379
0708,134,IC1,0.7765538809823718
0708,134,IC2,0.9514208832382999
0708,134,IC3,0.9260529417332137
0708,135,IC1,0.9985369109947494
0708,135,IC2,0.9976134440376748
0708,135,IC3,0.9953085321505235
0708,136,IC1,0.9796279771173483
0708,136,IC2,0.9857971546541051
0708,136,IC3,0.9591535420224231
0708,137,IC1,0.9950203599061074
0708,137,IC2,0.9971599115199906
0708,137,IC3,0.9887161732674494
0708,138,IC1,0.9488244628707365
0708,138,IC2,0.9529841454062672
0708,138,IC3,0.913586972335811
0708,139,IC1,0.9970115653137865
0708,139,IC2,0.9957098203680543
0708,139,IC3,0.9980983020415762
0708,140,IC1,0.9945201605339524
0708,140,IC2,0.9915298248216373
0708,140,IC3,0.996721402561672
0708,141,IC1,0.9969476755583373
0708,141,IC2,0.9963124349730057
0708,141,IC3,0.9986507322102574
0708,142,IC1,0.9952555032790372
0708,142,IC2,0.9950110140492483
0708,142,IC3,0.9964575686176755
0708,143,IC1,0.9987052306727707
0708,143,IC2,0.996300690036972
0708,143,IC3,0.999573824938641
0708,144,IC1,0.9704260644874594
0708,144,IC2,0.9667196857736599
0708,144,IC3,0.9240163656055231
0708,145,IC1,0.9767932761377707
0708,145,IC2,0.978512781876745
0708,145,IC3,0.9570692177113431
0708,146,IC1,0.9982160927791692
0708,146,IC2,0.994411235805498
0708,146,IC3,0.9918713484074976
0708,147,IC1,0.9847438190793409
0708,147,IC2,0.9866571295650667
0708,147,IC3,0.9634781711869072
0708,148,IC1,0.9946796010666076
0708,148,IC2,0.9886884282252846
0708,148,IC3,0.9965243617647822
0708,149,IC1,0.9918737106246024
0708,149,IC2,0.987537092430043
0708,149,IC3,0.996606694980654
0708,150,IC1,0.9847046544234763
0708,150,IC2,0.987198111990726
0708,150,IC3,0.989927697210925
0708,151,IC1,0.9821026472830401
0708,151,IC2,0.9922338394378062
0708,151,IC3,0.9779934124813534
0708,152,IC1,0.9964559854044639
0708,152,IC2,0.9946141532588628
0708,152,IC3,0.996696208175696
0708,153,IC1,0.9897269289870508
0708,153,IC2,0.9906082581667418
0708,153,IC3,0.992562706256152
0708,154,IC1,0.9969486612759838
0708,154,IC2,0.9949236250123283
0708,154,IC3,0.9978898417402533
0708,155,IC1,0.9403535156327442
0708,155,IC2,0.9703255417081957
0708,155,IC3,0.9499699498302988
0708,156,IC1,0.9905897028518376
0708,156,IC2,0.9884743962755879
0708,156,IC3,0.9961043121154456
0708,157,IC1,0.9826316236825626
0708,157,IC2,0.9841467504455541
0708,157,IC3,0.9812413759031866
0708,158,IC1,0.9931306831921933
0708,158,IC2,0.9946244509401926
0708,158,IC3,0.9951160551235219
0708,159,IC1,0.9523607422664947
0708,159,IC2,0.9663382623641108
0708,159,IC3,0.9503804372024325
0708,160,IC1,0.9954558186960201
0708,160,IC2,0.9928049590618664
0708,160,IC3,0.997533343764189
0708,161,IC1,0.9571106273781357
0708,161,IC2,0.9769397181300553
0708,161,IC3,0.9703584431255963
0708,162,IC1,0.9902115268835611
0708,162,IC2,0.994024621089593
0708,162,IC3,0.9944328356720956
0708,163,IC1,0.9971328438068672
0708,163,IC2,0.9982097359705076
0708,163,IC3,0.9956132324046031
0708,164,IC1,0.9951706972047634
0708,164,IC2,0.9892608430142422
0708,164,IC3,0.9943422861650524
0708,165,IC1,0.9978022289809071
0708,165,IC2,0.9964696195444394
0708,165,IC3,0.998914527385178
0708,166,IC1,0.9921110553986878
0708,166,IC2,0.9956880104936592
0708,166,IC3,0.9963811176950017
0708,167,IC1,0.9851283402791835
0708,167,IC2,0.9921414538550106
0708,167,IC3,0.9700119194175794
0708,168,IC1,0.9980528307974853
0708,168,IC2,0.9961549379799575
0708,168,IC3,0.99887086505082
0708,169,IC1,0.995671543417398
0708,169,IC2,0.9945632127870072
0708,169,IC3,0.9970225204555925
0708,170,IC1,0.990284396315915
0708,170,IC2,0.9848445381435849
0708,170,IC3,0.9975257182471153
0708,171,IC1,0.9035189573696918
0708,171,IC2,0.9571261475490769
0708,171,IC3,0.9579759279252398
0708,172,IC1,0.9970997411121203
0708,172,IC2,0.9930761350411031
0708,172,IC3,0.9974923956157886
0708,173,IC1,0.9951765951665537
0708,173,IC2,0.9967701141824563
0708,173,IC3,0.99649757179103
0708,174,IC1,0.9807034602940157
0708,174,IC2,0.9804329138263305
0708,174,IC3,0.9628853584206472
0708,175,IC1,0.9838715030307827
0708,175,IC2,0.9728598655303156
0708,175,IC3,0.9936448893924291
0708,176,IC1,0.998246093911009
0708,176,IC2,0.9975828691412252
0708,176,IC3,0.9946502995933162
0708,177,IC1,0.998530544514245
0708,177,IC2,0.9989795180383727
0708,177,IC3,0.9966264815521615
0708,178,IC1,0.9024706148681707
0708,178,IC2,0.9609447387662302
0708,178,IC3,0.9611009533316186
0708,179,IC1,0.9891008175980037
0708,179,IC2,0.9914700287933356
0708,179,IC3,0.9776920303980591
0708,180,IC1,0.9911234095723056
0708,180,IC2,0.9939312254580699
0708,180,IC3,0.9974619822645007
0708,181,IC1,0.9901163415125747
0708,181,IC2,0.994325421452618
0708,181,IC3,0.9813473037773344
0708,182,IC1,0.9985760094998435
0708,182,IC2,0.9976476694889964
0708,182,IC3,0.9904389705610441
0708,183,IC1,0.9987422476677491
0708,183,IC2,0.9976675421602175
0708,183,IC3,0.998815948865278
0708,184,IC1,0.984029702300484
0708,184,IC2,0.9886423257720629
0708,184,IC3,0.9898388978012997
0708,185,IC1,0.9802044864986093
0708,185,IC2,0.9758844639545751
0708,185,IC3,0.9664244459929793
0708,186,IC1,0.9912834627562706
0708,186,IC2,0.9856887370556477
0708,186,IC3,0.9974620276920725
0708,187,IC1,0.7885319125436032
0708,187,IC2,0.9120910927327917
0708,187,IC3,0.8211993367056449
0708,188,IC1,0.9993939878503103
0708,188,IC2,0.998757820119544
0708,188,IC3,0.9976803501164709
0708,189,IC1,0.9982335835016924
0708,189,IC2,0.9962447363617954
0708,189,IC3,0.9970501196608088
0708,190,IC1,0.9944972989955325
0708,190,IC2,0.9969451002754164
0708,190,IC3,0.9836435624604636
0708,191,IC1,0.9977263184837714
0708,191,IC2,0.9956894620898539
0708,191,IC3,0.9929297459259459
0708,192,IC1,0.9304871559419505
0708,192,IC2,0.9660633115530106
0708,192,IC3,0.9287708611116896
0708,193,IC1,0.9946573871837621
0708,193,IC2,0.9872225117101213
0708,193,IC3,0.9948734886430177
0708,194,IC1,0.9958588453633522
0708,194,IC2,0.9981567693656372
0708,194,IC3,0.9953996825382074
0708,195,IC1,0.9674781633793861
0708,195,IC2,0.9820035720169384
0708,195,IC3,0.8825001975527347
0708,196,IC1,0.9218733853982874
0708,196,IC2,0.5697895515912321
0708,196,IC3,0.987591803610979
0708,197,IC1,0.9974056121307375
0708,197,IC2,0.9939186528978923
0708,197,IC3,0.9961230348521074
0708,198,IC1,0.7629241339088887
0708,198,IC2,0.8975069469561321
0708,198,IC3,0.8644478104741137
0708,199,IC1,0.9521313288103467
0708,199,IC2,0.9551033297060897
0708,199,IC3,0.9359672677653847
