cycle,bootstrap,component,A,G,AG
0506,75,IC1,-0.0033741389113849385,0.020346488623673414,-0.05731504915669888
0506,75,IC2,0.028915863136947575,0.04508343249753991,-0.02908188403685744
0506,75,IC3,0.1343820958166163,0.09021898380605886,-0.11980138440223695
0506,76,IC1,0.09865210081641182,0.04157601137283318,-0.0645382454903323
0506,76,IC2,0.11940666428227363,-0.00873153266199638,-0.014554441345006313
0506,76,IC3,0.00745505162460432,0.06952778927188541,-0.04904127964194276
0506,77,IC1,0.05920815390663713,-0.013420326513396176,-0.02881656523233249
0506,77,IC2,0.021807374117309625,0.011170321169342468,0.0012496627490347946
0506,77,IC3,0.13958208825025767,0.10195790845914991,-0.0362724972980733
0506,78,IC1,0.06996133688011161,0.02685393872943702,-0.06472729844825044
0506,78,IC2,0.09057448889645521,0.024241175419603803,-0.002849490328988215
0506,78,IC3,0.08111835712447849,0.05805672392841024,-0.027331481371650847
0506,79,IC1,0.1561196729084987,0.04885348420719609,-0.0961953226558579
0506,79,IC2,0.061333886540188134,0.045601817457167224,-0.03282281055188288
0506,79,IC3,0.028483827774025094,0.026574050449586058,-0.015275508145738019
0506,80,IC1,0.07171424856046742,0.061400009950553364,-0.07644585348285912
0506,80,IC2,0.08882441341957346,0.0253362172281267,-0.027491853186483176
0506,80,IC3,0.16012465462415054,0.06048271779991537,-0.16154931258720262
0506,81,IC1,0.16610169722094625,0.06015116363197626,-0.0942395361375571
0506,81,IC2,0.08484046049071077,0.014258499702475497,-0.007728587009927056
0506,81,IC3,0.04099592187332539,0.04973927287718883,0.030672326339119597
0506,82,IC1,-0.03725472547381032,0.010129519178005936,-0.06692494036586877
0506,82,IC2,0.06921219983905154,-0.0019366487002105805,0.029993098882280696
0506,82,IC3,0.1409071269510977,0.06576465461638989,-0.06704433595722975
0506,83,IC1,-0.01492274606716668,0.06005236975583911,-0.021995750664699793
