cycle,component,mean,std,min,median
0506,IC1,0.9969534803184911,0.015382555863354927,0.9010402540337805,0.9996061198980155
0506,IC2,0.9997128799948297,0.000156714880937176,0.9986116797078357,0.9996770667042519
0506,IC3,0.9998829683613643,0.0002451928434970119,0.9981779298810949,0.9999395794333106
0506,IC4,0.9802232067458455,0.08253754990892856,0.48834091289199316,0.9958047369982819
0708,IC1,0.9999185019630548,8.282299480545828e-05,0.9997598950761574,0.9999634086497466
0708,IC2,0.9999069682894322,0.00010926481634698102,0.9996799744247324,0.9999686555303167
0708,IC3,0.9999884347286987,1.1926942006693896e-05,0.9999603954386589,0.9999929613457403
0708,IC4,0.9999988404202357,2.0862302452817002e-06,0.9999894942139478,0.9999995074422603
