"cycle","adjustment","outcome","n","design_df","R2_X","R2_scalar_A_G","R2_PC1_G","R2_A_PC1_4_G","R2_union_scalarA_APCs_G","delta_PC2_4_beyond_PC1","delta_APCs_beyond_scalarA","delta_scalarA_beyond_APCs"
"0506","X1_primary","SOMATIC_SCORE",3582,15,0.0477088401868866,0.0506560931546269,0.0513021374289599,0.0641625009138708,0.0642849295149229,0.0128603634849108,0.013628836360296,0.00012242860105216
"0506","X1_primary","PHQ9_TOTAL",3582,15,0.06369663425082,0.0666631654874819,0.0672157437141521,0.0785289308958048,0.0787279171156493,0.0113131871816528,0.0120647516281674,0.000198986219844488
"0708","X1_primary","SOMATIC_SCORE",4375,16,0.0639928546601146,0.0716689761305308,0.0704272274647074,0.0734925358122929,0.0743361240950956,0.00306530834758545,0.0026671479645648,0.000843588282802732
"0708","X1_primary","PHQ9_TOTAL",4375,16,0.0787170209153834,0.0838693354218041,0.0828973188411161,0.0869177218425851,0.0874196815700524,0.004020403001469,0.00355034614824834,0.00050195972746736
"0506","X3_full","SOMATIC_SCORE",3582,15,0.0572090498419618,0.0590517497031514,0.0592021952929022,0.0718555685398248,0.0719380656580155,0.0126533732469226,0.0128863159548641,8.24971181907497e-05
"0506","X3_full","PHQ9_TOTAL",3582,15,0.0732739833568448,0.0750499511139383,0.0751678196432617,0.086259330774353,0.0863964284611206,0.0110915111310913,0.0113464773471823,0.000137097686767618
"0708","X3_full","SOMATIC_SCORE",4375,16,0.0790057222977321,0.0851782620746243,0.0831200893781786,0.0851076729972406,0.0863809036046792,0.00198758361906204,0.00120264153005489,0.00127323060743856
"0708","X3_full","PHQ9_TOTAL",4375,16,0.0896804073343965,0.0937809372577353,0.0922437621739701,0.0949774841995865,0.0957569953647485,0.00273372202561639,0.00197605810701318,0.00077951116516195
