population,adjustment,outcome,model,term,beta,se,ci_low,ci_high,p,p_BH_component_family
2005-2008,X3,PHQ9_TOTAL,all_PCs,G3_OI_PC1_FZ,0.269621170585268,0.0958170160368286,0.0587293402039456,0.48051300096659,0.016850019882836,0.050550059648508
2005-2008,X3,PHQ9_TOTAL,all_PCs,G3_OI_PC2_FZ,0.142547110250431,0.115019780176126,-0.110609719034225,0.395703939535087,0.24101524128245,0.361522861923675
2005-2008,X3,PHQ9_TOTAL,all_PCs,G3_OI_PC3_FZ,-0.0160763248765396,0.0790552230614059,-0.190075697662428,0.157923047909349,0.842570008892283,0.8425700088922831
2005-2008,X3,PHQ9_TOTAL,union,A,-0.0715036075960613,0.251370215158774,-0.640142540331608,0.497135325139485,0.782497910205269,
2005-2008,X3,PHQ9_TOTAL,union,G_HBA1C,0.192357039205743,0.352959670752222,-0.606093208165291,0.990807286576778,0.599008041430292,
2005-2008,X3,PHQ9_TOTAL,union,A_OI_PC1_FZ,-0.424243754925188,0.104643325325607,-0.660963402849532,-0.187524107000844,0.0028668424599588,0.0172010547597528
2005-2008,X3,PHQ9_TOTAL,union,A_OI_PC2_FZ,0.0137750559910999,0.0975676497726687,-0.206938301799529,0.234488413781729,0.890833690399438,0.928226499788511
2005-2008,X3,PHQ9_TOTAL,union,A_OI_PC3_FZ,0.236719246266375,0.0936836117078334,0.0247921930046937,0.448646299528056,0.0324053548968293,0.09721606469048791
2005-2008,X3,PHQ9_TOTAL,union,G3_OI_PC1_FZ,0.133519118503312,0.281457772580364,-0.503182597764586,0.77022083477121,0.646524458686972,0.928226499788511
2005-2008,X3,PHQ9_TOTAL,union,G3_OI_PC2_FZ,0.18418876224004,0.151208062569279,-0.157867639573894,0.526245164053975,0.254149325311973,0.508298650623946
2005-2008,X3,PHQ9_TOTAL,union,G3_OI_PC3_FZ,0.0092607614309557,0.0999755781797014,-0.216899708853148,0.235421231715059,0.928226499788511,0.928226499788511
2005-2008,X3,COGAFF_SUM,all_PCs,A_OI_PC1_FZ,-0.182479383912454,0.0558815079631747,-0.305473753662944,-0.0594850141619636,0.0075254940915305,0.045152964549183
2005-2008,X3,COGAFF_SUM,all_PCs,A_OI_PC2_FZ,0.0011959440635474,0.0546452966280725,-0.119077542883646,0.121469431010741,0.982931181661339,0.982931181661339
2005-2008,X3,COGAFF_SUM,all_PCs,A_OI_PC3_FZ,0.10084060391239,0.0528273665460473,-0.0154316459021811,0.217112853726962,0.0826987857049371,0.1653975714098742
2005-2008,X3,COGAFF_SUM,all_PCs,G3_OI_PC1_FZ,0.128078514167032,0.0614291205042471,-0.0071260684602969,0.263283096794361,0.0611693083368304,0.1653975714098742
2005-2008,X3,COGAFF_SUM,all_PCs,G3_OI_PC2_FZ,0.0613594152046016,0.0582460136683859,-0.0668391965140106,0.189558026923214,0.314724017850695,0.4720860267760425
2005-2008,X3,COGAFF_SUM,all_PCs,G3_OI_PC3_FZ,-0.0067908175529521,0.0454099143949074,-0.106737365257175,0.0931557301512706,0.883830365338954,0.982931181661339
2005-2008,X3,COGAFF_SUM,union,A,-0.0708412143121858,0.171877028142299,-0.459654064644757,0.317971636020385,0.689864550422737,
2005-2008,X3,COGAFF_SUM,union,G_HBA1C,0.131497080136871,0.17363319950937,-0.261288505832819,0.524282666106561,0.468217266174508,
2005-2008,X3,COGAFF_SUM,union,A_OI_PC1_FZ,-0.200182509837876,0.0626639639789264,-0.341938244802133,-0.0584267748736194,0.0109266462780855,0.06555987766851301
2005-2008,X3,COGAFF_SUM,union,A_OI_PC2_FZ,-0.0078623560400342,0.0549193461651755,-0.13209854834378,0.116373836263712,0.889316361180161,0.889316361180161
2005-2008,X3,COGAFF_SUM,union,A_OI_PC3_FZ,0.101602908930814,0.0521736099126311,-0.016421996442084,0.219627814303712,0.083313778035831,0.24994133410749297
2005-2008,X3,COGAFF_SUM,union,G3_OI_PC1_FZ,0.0350444142445982,0.142884699171378,-0.288183231440202,0.358272059929399,0.811753446041372,0.889316361180161
2005-2008,X3,COGAFF_SUM,union,G3_OI_PC2_FZ,0.0899981114657183,0.0717499245911179,-0.0723114943783101,0.252307717309747,0.241318727636774,0.482637455273548
2005-2008,X3,COGAFF_SUM,union,G3_OI_PC3_FZ,0.0108166314758915,0.0524934249625819,-0.107931745803023,0.129565008754806,0.841332264250207,0.889316361180161
2009-2018,X3,SOMATIC_SCORE,all_PCs,A_OI_PC1_FZ,-0.130642588032712,0.0401525351955481,-0.211110066727184,-0.0501751093382401,0.0019505311357021,0.0039010622714042
2009-2018,X3,SOMATIC_SCORE,all_PCs,A_OI_PC2_FZ,0.0183690572783554,0.0234005809404413,-0.0285267548812715,0.0652648694379822,0.435831896545734,0.653747844818601
2009-2018,X3,SOMATIC_SCORE,all_PCs,A_OI_PC3_FZ,0.111079109529558,0.0294011587604984,0.0521578706929254,0.170000348366191,0.000390391586452,0.0012425662817076
2009-2018,X3,SOMATIC_SCORE,all_PCs,G3_OI_PC1_FZ,0.0995531741835467,0.0264808900418831,0.0464842846382575,0.152622063728836,0.0004141887605692,0.0012425662817076
2009-2018,X3,SOMATIC_SCORE,all_PCs,G3_OI_PC2_FZ,0.0172797336077022,0.0304634891720012,-0.0437704629482321,0.0783299301636365,0.572867515671268,0.6874410188055217
2009-2018,X3,SOMATIC_SCORE,all_PCs,G3_OI_PC3_FZ,0.0006743653707128,0.0219650633922508,-0.0433446053351428,0.0446933360765685,0.97561855500182,0.97561855500182
2009-2018,X3,SOMATIC_SCORE,union,A,0.161423891331775,0.0860811317933501,-0.0112329940351663,0.334080776698717,0.0662717371651085,
2009-2018,X3,SOMATIC_SCORE,union,G_HBA1C,0.0817421000067464,0.118202916900518,-0.155342927201358,0.318827127214851,0.492244245434217,
2009-2018,X3,SOMATIC_SCORE,union,A_OI_PC1_FZ,-0.0882217273241154,0.0434353738168435,-0.175342054412384,-0.001101400235847,0.0472733303598831,0.1418199910796493
2009-2018,X3,SOMATIC_SCORE,union,A_OI_PC2_FZ,0.0257140468859117,0.0250826482812002,-0.0245953744560723,0.0760234682278957,0.309938123192617,0.5334955815591496
2009-2018,X3,SOMATIC_SCORE,union,A_OI_PC3_FZ,0.109901981562901,0.0294889194303197,0.0507546995092856,0.169049263616516,0.0004722022101711,0.0028332132610266
2009-2018,X3,SOMATIC_SCORE,union,G3_OI_PC1_FZ,0.0393840805458007,0.0940755889125518,-0.14930765517272,0.228075816264321,0.677168788776564,0.734922348416061
2009-2018,X3,SOMATIC_SCORE,union,G3_OI_PC2_FZ,0.0344627522503327,0.0369850196556859,-0.0397198028108119,0.108645307311477,0.355663721039433,0.5334955815591496
2009-2018,X3,SOMATIC_SCORE,union,G3_OI_PC3_FZ,0.0097090506494963,0.0285248793136383,-0.047504611800759,0.0669227130997518,0.734922348416061,0.734922348416061
