cycle,component,n,A_beta,A_p,G_beta,G_p,AG_beta,AG_p,r2
0506,IC1,4592,0.12811966220254475,0.0020584457866854922,0.023093341141565377,0.21746414754827684,-0.0357892555760169,0.32496577605074384,0.0023484601157287566
0506,IC2,4592,0.07921690682479711,0.05632501183717188,0.08298096773980633,9.292326672245781e-06,-0.044950871066260036,0.21576942929612983,0.004957096531524652
0506,IC3,4592,0.08079330334308846,0.052057689194907976,0.019192899265609686,0.3056697520478238,-0.04475849946095509,0.21864459315011392,0.0010388952832232068
0506,IC4,4592,0.01906659546751821,0.6467074083153821,0.009237749807345987,0.622127250490326,-0.02916953252125669,0.4229102410474468,0.00016749898266799068
0708,IC1,5151,0.13556760949852908,0.0008741126572638125,0.02420407385810866,0.12720520636872232,-0.0009115637460473218,0.978763297041082,0.0030654361031187127
0708,IC2,5151,-0.12194805529202801,0.0027625076823119014,-0.027674887736284678,0.0812980427171333,0.02967111431990875,0.38644006096952266,0.00230480833134894
0708,IC3,5151,-0.011982161417867856,0.7687775572410084,-0.02991564870851335,0.059726812419056446,0.008189586055815358,0.811206336480173,0.0007198494821448742
0708,IC4,5151,0.14235349706671,0.0004765297179986534,0.016073175551256758,0.3112377507597291,-0.04274946964881397,0.21205990867831476,0.0025051881859131653
