,IC1,IC2,IC3,IC4
DPQ010,-0.7282826042080223,0.30843953917875927,0.23135299777185325,-0.024733948053972055
DPQ020,-0.6464204438521516,0.2948935718365629,0.46402645277098015,-0.04974004567292872
DPQ030,-0.24013575296322526,0.21472556602893228,0.3379023663275057,0.7257334893536085
DPQ040,-0.46112792405526126,0.3230027767133489,0.17791202922801375,0.5564573613360659
DPQ050,-0.38054118154617134,0.37158311304536823,0.16699504451692257,0.44485149623488396
DPQ060,-0.5258906823227725,0.29960023119713064,0.519634604043204,-0.07446610188926223
DPQ070,-0.2738824185028891,0.6992737375775955,0.2565433149430818,-0.021231242653601767
DPQ080,0.09241301274990282,0.8347005721597407,0.36686912888858475,0.011048854076082748
DPQ090,-0.0029214551918390064,0.004730526921102429,0.9602099107908044,-0.011852881937094134
