cycle,bootstrap,component,A,G,AG,aligned_component
0506,166,IC1,0.1094649410126935,0.019013186192759,-0.005905523714407,IC1
0506,167,IC1,0.0096113664985963,0.0175293249723168,-0.0636365275385714,IC1
0506,168,IC1,0.0551522474913216,-0.0289262754676197,-0.023700965209605,IC1
0506,169,IC1,0.1330162852887647,0.0347081028521331,-0.0264943494661772,IC1
0506,170,IC1,-0.0053843384193205,0.0362682332457268,-0.0208425939622611,IC1
0506,171,IC1,0.0173148458947871,-0.0377529847229682,0.0034971002195774,IC1
0506,172,IC1,0.0725887477104385,0.0043801800788298,-0.049990326935462,IC1
0506,173,IC1,-0.031400430047943,-0.0166609919168379,-0.0503217356334722,IC1
0506,174,IC1,0.0352979133026131,-0.0087140676612723,-0.0122423924106875,IC1
0506,175,IC1,0.020386419192677,0.0349769661691768,-0.0447184865364388,IC1
0506,176,IC1,0.0621197076719143,0.0204419504602905,0.001589612502395,IC1
0506,177,IC1,0.1333676808982422,0.0080745366819959,-0.0372230927631163,IC1
0506,178,IC1,0.0048926564908224,0.0345633286484406,-0.0267110723883142,IC1
0506,179,IC1,-0.0976126810776401,-0.0043780569178627,-0.0810441184509502,IC1
0506,180,IC1,0.1420532173742201,0.0538347920481087,-0.0863349262125702,IC1
0506,181,IC1,0.0624704978048919,0.0517507085111308,-0.0600433178678897,IC1
0506,182,IC1,0.0754884115455874,-0.0217607674874204,0.0238995735381636,IC1
0506,183,IC1,0.0516898293907774,0.0257079013809506,-0.0692598483444818,IC1
0506,184,IC1,0.1326722997240112,0.0661730941676784,-0.0594864942563428,IC1
0506,185,IC1,0.0462317265313665,0.0336114539477634,-0.1113710530216365,IC1
0506,186,IC1,-0.0479332293916238,0.0160062112509916,0.0118168136129324,IC1
0506,187,IC1,0.0830288203537308,0.0347557403194405,-0.0494447484674056,IC1
0506,188,IC1,0.0473217100296702,0.0751763124604149,-0.1101758218284099,IC1
0506,189,IC1,0.0711297532361313,0.0035782448910502,-0.0383613255514425,IC1
0506,190,IC1,0.0344263272556827,-0.0118262552219406,-0.0276114896543978,IC1
0506,191,IC1,0.2063539565749557,0.0606745762858542,-0.079958893323865,IC1
0506,192,IC1,0.0558416040977473,0.0048157377955512,-0.0122918135616174,IC1
0506,193,IC1,0.1371944417650648,0.0932805319934949,-0.0883050728657814,IC1
0506,194,IC1,0.1436464826466339,-0.0078683598521913,0.0059294152119173,IC1
0506,195,IC1,0.0267002808031705,0.0410905122384029,-0.0417855053746724,IC1
0506,196,IC1,-0.0312937907599644,0.0153213312570738,-0.0454973671240277,IC1
0506,197,IC1,-0.0013085123147226,-0.0093682575138793,0.0505796666634406,IC1
0506,198,IC1,-0.011280924516511,0.0419477639634058,-0.0525639036375198,IC1
0506,199,IC1,0.0461228445933065,0.0401796304574534,-0.0573874421418964,IC1
0708,0,IC2,0.1007144956114044,-0.0164440842252093,-0.0200753134465559,IC1
0708,1,IC2,0.1208149431729233,0.0113219986537189,-0.094702170853658,IC1
0708,2,IC2,0.1335105669962235,-0.0174229005734266,0.0288905202572849,IC1
0708,3,IC2,0.2026784760248101,-0.008691760431175,-0.032868396276101,IC1
0708,4,IC2,0.1250957404736226,0.0208228882875571,-0.0655793308922048,IC1
0708,5,IC2,0.2138501848692292,0.0079305232775372,-0.0491719863281507,IC1
0708,6,IC2,0.1363771153177372,0.0190453157119366,-0.0091538739201831,IC1
0708,7,IC2,0.065968360541427,0.01496728886795,0.0189987712561046,IC1
0708,8,IC2,0.2691907564862253,3.134288172538212e-05,-0.0752843013074808,IC1
0708,9,IC2,0.2243838075315649,0.0388786943331957,-0.049751850137337,IC1
0708,10,IC2,0.0975538813961678,-0.0049947221127794,0.0092509256040888,IC1
0708,11,IC2,0.0666182949333786,0.0031817101125394,0.0012921180865507,IC1
0708,12,IC2,0.2457140954029177,0.0153487390380581,-0.0596104495659013,IC1
0708,13,IC2,0.0447760375808977,0.0447486218211167,-0.0425194335325126,IC1
0708,14,IC2,0.2057474359936484,0.0051632541213776,-0.0427373238820062,IC1
0708,15,IC2,-0.0160611165344732,0.0106929073676097,0.0602306801370164,IC1
0708,16,IC2,0.1031433680762642,0.0158141192376482,-0.0529632875204976,IC1
0708,17,IC2,0.1781252641890951,0.0150829300463582,-0.059581098470208,IC1
0708,18,IC2,0.0472223403572165,0.0257460359556248,-0.0032126974541007,IC1
0708,19,IC2,0.2655530988375972,0.0372808797209394,-0.0668817464988118,IC1
0708,20,IC2,0.1612333811861826,0.0300385712587814,-0.0235585525109576,IC1
0708,21,IC2,0.116990283651221,0.0084047337632721,-0.0604774962366325,IC1
0708,22,IC2,0.1198279707489976,0.0151350500443019,-0.0240652402386118,IC1
0708,23,IC2,-0.0079730411464176,0.044734843811395,-0.0224894652353934,IC1
0708,24,IC2,0.0723825401150495,0.0273033092518773,-0.0474501422779544,IC1
